Date,Open,High,Low,Close,Volume,Adj Close
2014-12-08,78.55,79.07,78.13,78.65,4101600,75.7213
2014-12-09,78.39,78.69,76.51,78.18,7061300,75.2688
2014-12-10,77.79,77.79,75.96,76.09,9161800,73.2566
2014-12-11,76.09,78.59,75.98,78.19,9047900,75.2784
2014-12-12,78.19,78.19,78.19,78.19,0,75.2784
2014-12-15,77.5,78.07,76.35,76.85,2328100,73.9883
2014-12-16,76.92,77.65,75.3,75.59,8052600,72.7752
2014-12-17,76.0,77.0,75.1,75.97,14454700,73.1411
2014-12-18,76.91,79.59,76.91,79.08,16766900,76.1353
2014-12-19,79.3,82.49,79.02,82.08,11130100,79.0235
2014-12-22,81.62,82.7,80.52,81.11,4685100,78.0897
2014-12-23,81.79,81.89,81.01,81.38,2123600,78.3496
2014-12-24,81.1,81.65,80.19,80.39,595000,77.3965
2014-12-25,80.39,80.39,80.39,80.39,0,77.3965
2014-12-26,80.9,81.08,80.15,80.35,687000,77.358
2014-12-29,80.31,81.39,80.21,81.14,2109700,78.1185
2014-12-30,81.14,81.75,80.02,80.59,3655800,77.589
2014-12-31,80.3,81.7,80.1,81.2,1701300,78.1763
2015-01-01,81.2,81.2,81.2,81.2,0,78.1763
2015-01-02,81.2,81.7,77.95,78.83,2167700,75.8946
2015-01-05,78.8,78.8,75.55,76.6,7362100,73.7476
2015-01-06,76.35,76.85,75.59,75.86,6474200,73.0352
2015-01-07,76.49,78.0,76.4,77.5,9690200,74.6141
2015-01-08,78.15,79.0,77.68,78.67,5583400,75.7405
2015-01-09,78.75,78.99,77.71,78.0,4376300,75.0955
2015-01-12,78.0,78.0,75.25,75.57,6652200,72.756
2015-01-13,75.62,77.0,74.92,75.18,8478200,72.3805
2015-01-14,74.99,74.99,73.05,74.02,12334600,71.2637
2015-01-15,74.02,74.97,72.05,74.77,10798200,71.9857
2015-01-16,74.5,78.2,74.5,77.88,8482100,74.9799
2015-01-19,77.88,77.9,77.05,77.55,1832200,74.6622
2015-01-20,77.53,79.19,77.05,78.28,16082300,75.365
2015-01-21,78.85,80.03,78.06,79.84,19037000,76.8669
2015-01-22,79.5,80.48,78.7,78.96,6903400,76.0197
2015-01-23,78.7,81.5,78.7,80.52,10176900,77.5216
2015-01-26,80.3,80.57,79.6,79.97,3637900,76.9921
2015-01-27,79.88,80.8,78.82,80.65,2547800,77.8839
2015-01-28,80.81,81.35,79.5,79.63,4557100,76.8989
2015-01-29,79.99,79.99,78.48,78.81,5581000,76.107
2015-01-30,78.53,78.81,75.81,76.07,6387500,73.461
2015-02-02,76.07,76.07,76.07,76.07,0,73.461
2015-02-03,77.12,80.78,77.12,79.25,11041100,76.532
2015-02-04,78.51,80.1,78.5,79.09,6484100,76.3774
2015-02-05,79.09,79.45,78.03,79.01,8372700,76.3002
2015-02-06,78.95,80.1,78.51,79.58,5275200,76.8506
2015-02-09,78.95,80.25,78.61,78.94,4032800,76.2326
2015-02-10,78.99,79.48,77.78,78.04,6238600,75.3635
2015-02-11,77.72,78.28,76.01,76.47,8380400,73.8473
2015-02-12,76.63,79.39,76.63,79.21,5930900,76.4933
2015-02-13,79.21,80.25,79.16,79.99,7584400,77.2466
2015-02-16,79.91,80.6,79.84,80.17,1368100,77.4204
