Date,Open,High,Low,Close,Volume,Adj Close
2014-07-03,153.7,154.79,152.09,154.04,194400,153.4
2014-07-04,154.04,154.96,152.54,154.87,23400,154.23
2014-07-07,154.9,154.9,150.9,151.26,275000,150.63
2014-07-08,151.8,152.68,149.22,150.56,277400,149.94
2014-07-09,152.99,152.99,148.5,150.14,222200,149.52
2014-07-10,150.85,150.85,147.78,149.99,403200,149.37
2014-07-11,150.5,150.95,148.5,148.9,131200,148.28
2014-07-14,150.0,151.68,149.21,150.68,254900,150.06
2014-07-15,151.52,151.59,147.7,148.84,290000,148.22
2014-07-16,150.42,150.42,145.35,147.18,278800,146.57
2014-07-17,146.51,147.84,143.56,143.86,427500,143.26
2014-07-18,145.14,147.89,144.35,147.59,209900,146.98
2014-07-21,148.0,149.49,147.19,149.18,167800,148.56
2014-07-22,149.24,149.99,148.2,149.39,159800,148.77
2014-07-23,149.29,149.6,148.0,148.65,237000,148.03
2014-07-24,149.6,149.6,147.9,148.25,143600,147.64
2014-07-25,149.0,149.79,146.88,147.99,171500,147.38
2014-07-28,148.8,151.5,147.26,150.87,196400,150.24
2014-07-29,151.5,151.5,148.25,149.32,119800,148.7
2014-07-30,149.3,150.4,147.21,147.51,264900,146.9
2014-07-31,148.3,148.3,143.97,147.16,238500,146.55
2014-08-01,147.9,150.7,145.02,149.86,247700,149.24
2014-08-04,148.43,152.15,146.89,151.05,247200,150.42
2014-08-05,152.0,152.0,146.63,149.74,151500,149.12
2014-08-06,150.3,150.3,147.12,147.99,261000,147.38
2014-08-07,148.4,148.94,146.0,146.72,199300,146.11
2014-08-08,146.7,146.85,144.62,145.23,266000,144.63
2014-08-11,146.83,147.37,145.8,146.91,204600,146.3
2014-08-12,146.9,149.59,146.89,148.81,186300,148.19
2014-08-13,149.72,149.95,148.8,149.59,278800,148.97
2014-08-14,149.95,150.89,149.01,150.74,727500,150.11
2014-08-15,149.03,150.85,149.03,150.48,109200,149.86
2014-08-18,150.98,151.1,150.01,150.85,328000,150.22
2014-08-19,151.0,151.0,148.58,148.98,372000,148.36
2014-08-20,149.49,149.98,147.0,148.47,366600,147.85
2014-08-21,149.9,149.91,147.98,149.19,191100,148.57
2014-08-22,150.0,150.0,147.31,149.57,186400,148.95
2014-08-25,150.01,150.01,148.3,148.62,181800,148.0
2014-08-26,149.8,149.8,148.0,148.51,360300,147.89
2014-08-27,148.99,149.9,148.6,149.29,208300,148.67
2014-08-28,149.3,150.75,148.66,149.51,145100,148.89
2014-08-29,150.03,151.5,148.71,149.1,1687900,148.48
2014-09-01,148.5,151.0,147.41,149.06,148700,148.44
2014-09-02,149.78,152.0,148.18,151.91,442200,151.28
2014-09-03,151.9,152.05,149.8,150.47,203700,149.85
2014-09-04,151.0,151.0,148.94,149.82,138300,149.2
2014-09-05,151.0,151.99,149.24,149.89,1364600,149.27
2014-09-08,149.5,151.07,148.2,149.84,84400,149.22
2014-09-09,149.85,150.7,147.5,147.93,242500,147.32
2014-09-10,149.0,149.0,146.54,147.09,615100,146.48
2014-09-11,146.35,149.5,146.35,148.96,293200,148.34
2014-09-12,149.0,149.35,146.0,146.2,384300,145.59
2014-09-15,146.2,147.0,145.05,145.92,144000,145.31
2014-09-16,145.92,145.92,145.92,145.92,0,145.31
2014-09-17,145.93,147.1,144.76,145.05,297100,144.45
2014-09-18,144.01,145.3,143.27,145.28,197400,144.68
2014-09-19,145.3,150.02,145.0,148.69,614400,148.07
2014-09-22,149.43,150.95,147.23,150.62,531800,150.0
2014-09-23,148.8,150.8,147.06,149.94,322900,149.32
2014-09-24,150.95,152.2,149.29,151.17,275100,150.54
2014-09-25,151.6,152.2,150.0,151.76,240400,151.13
2014-09-26,150.04,153.79,150.04,152.28,208800,151.65
2014-09-29,150.74,155.0,150.0,154.78,226600,154.14
2014-09-30,154.99,156.39,153.54,155.02,363400,154.38
2014-10-01,155.03,156.0,152.0,152.25,120600,151.62
2014-10-02,151.51,155.71,151.0,154.1,166400,153.46
2014-10-03,153.18,157.09,151.88,156.91,375700,156.26
2014-10-06,157.5,160.73,156.06,156.56,126700,155.91
2014-10-07,155.22,158.9,155.01,157.4,267400,156.75
2014-10-08,156.03,159.64,155.62,157.54,318200,156.89
2014-10-09,159.49,159.49,156.01,157.34,472600,156.69
2014-10-10,156.26,157.48,154.0,154.63,278800,153.99
2014-10-13,153.59,156.11,152.89,153.71,192600,153.07
2014-10-14,155.24,155.24,152.55,152.97,278700,152.34
2014-10-15,152.0,156.78,152.0,153.05,390500,152.42
2014-10-16,152.07,155.0,152.01,153.62,276300,152.98
2014-10-17,154.5,156.16,153.61,156.01,97300,155.36
2014-10-20,156.0,160.0,155.86,158.16,498200,157.5
2014-10-21,159.74,159.75,158.16,159.5,174700,158.84
2014-10-22,158.7,159.5,155.0,155.82,335700,155.17
2014-10-23,157.0,158.46,155.63,155.99,165500,155.34
2014-10-24,156.0,157.35,146.73,153.05,474500,152.42
2014-10-27,153.05,157.47,150.68,156.04,208000,155.39
2014-10-28,156.75,157.6,153.5,154.0,283300,153.36
2014-10-29,153.5,156.98,153.3,156.28,274800,155.63
2014-10-30,154.0,157.0,154.0,156.74,224100,156.09
2014-10-31,157.0,161.85,155.79,157.99,512700,157.33
2014-11-03,156.51,160.0,155.2,159.88,211300,159.22
2014-11-04,159.95,159.99,155.71,157.97,186700,157.32
2014-11-05,159.03,159.5,156.88,158.53,129200,157.87
2014-11-06,159.36,159.36,155.5,156.14,113000,155.49
2014-11-07,157.48,159.25,157.39,158.48,111300,157.82
2014-11-10,163.0,163.0,156.77,157.98,398900,157.32
2014-11-11,158.0,159.58,156.71,157.12,87900,156.47
2014-11-12,157.0,157.88,154.29,155.9,203800,155.25
2014-11-13,154.2,159.48,152.17,154.54,650000,153.9
2014-11-14,153.39,158.43,153.1,155.45,400800,154.81
2014-11-17,155.45,155.45,155.45,155.45,0,154.81
2014-11-18,155.45,158.48,153.39,156.39,83200,155.74
2014-11-19,157.95,158.48,155.5,157.3,209300,156.65
2014-11-20,157.31,158.5,155.06,157.92,154400,157.27
2014-11-21,158.0,161.0,153.02,157.5,268600,156.85
2014-11-24,158.78,160.4,156.92,159.16,374200,158.5
2014-11-25,159.57,160.4,155.57,156.38,331200,155.73
2014-11-26,156.38,157.31,153.53,154.59,115900,153.95
2014-11-27,154.6,155.98,154.11,154.95,89100,154.31
2014-11-28,157.49,157.9,149.65,151.18,1117200,150.55
2014-12-01,149.93,152.47,148.42,150.14,617000,149.52
2014-12-02,152.79,152.84,147.49,148.17,238800,147.56
2014-12-03,151.86,151.86,147.41,149.67,297200,149.05
2014-12-04,148.5,150.25,147.42,148.33,293700,147.71
2014-12-05,149.1,151.5,147.65,151.01,169100,150.38
2014-12-08,149.0,152.0,148.19,149.04,388200,148.42
2014-12-09,148.89,149.68,147.51,148.8,390700,148.18
2014-12-10,147.52,148.66,144.1,144.8,410600,144.2
2014-12-11,144.09,145.49,141.47,142.49,606900,141.9
2014-12-12,142.49,142.49,142.49,142.49,0,141.9
2014-12-15,142.5,145.92,138.7,139.71,52900,139.13
2014-12-16,139.0,144.72,134.84,139.14,883200,138.56
2014-12-17,143.99,144.3,136.71,139.47,615500,138.89
2014-12-18,140.17,144.8,140.17,143.48,731900,142.89
2014-12-19,144.8,147.0,143.2,146.47,595500,145.86
2014-12-22,147.0,148.6,146.36,147.05,245100,146.44
2014-12-23,147.0,147.5,144.0,145.73,113700,145.13
2014-12-24,145.2,147.94,145.2,146.83,87500,146.22
2014-12-25,146.83,146.83,146.83,146.83,0,146.22
2014-12-26,146.83,147.93,146.0,147.48,153200,146.87
2014-12-29,147.4,148.98,147.4,148.03,136000,147.42
2014-12-30,148.03,148.55,147.14,147.63,294400,147.02
2014-12-31,148.0,149.85,147.5,147.85,188300,147.24
2015-01-01,147.85,147.85,147.85,147.85,0,147.24
2015-01-02,145.0,149.83,143.4,144.01,198200,143.41
2015-01-05,142.0,142.0,138.6,140.23,468600,139.65
2015-01-06,141.0,141.26,139.5,140.73,287600,140.15
2015-01-07,143.0,146.5,140.75,144.37,570600,143.77
2015-01-08,146.99,147.0,143.51,146.47,623300,145.86
2015-01-09,148.2,148.2,144.49,145.91,158000,145.31
2015-01-12,147.48,147.5,144.47,145.46,273000,144.86
2015-01-13,146.0,148.0,142.0,143.28,199300,142.69
2015-01-14,143.0,145.02,140.01,143.71,426500,143.11
2015-01-15,140.1,142.88,140.1,141.14,894800,140.55
2015-01-16,144.99,144.99,140.01,142.75,140700,142.16
2015-01-19,141.0,144.5,141.0,142.83,102100,142.24
2015-01-20,141.17,144.0,141.17,142.45,272800,141.86
2015-01-21,141.9,145.25,141.9,144.62,337800,144.02
2015-01-22,147.0,149.85,145.99,149.49,968600,148.87
2015-01-23,149.33,152.3,149.33,151.18,258400,150.55
2015-01-26,152.12,153.49,152.12,152.65,336100,152.02
2015-01-27,146.5,153.19,146.5,152.99,421200,152.36
2015-01-28,153.5,157.99,152.82,157.2,219600,156.55
2015-01-29,156.5,158.05,151.21,156.72,419000,156.07
2015-01-30,151.21,155.99,151.21,153.57,391800,152.93
2015-02-02,153.57,153.57,153.57,153.57,0,152.93
2015-02-03,159.0,159.86,152.29,157.85,563200,157.2
2015-02-04,157.71,158.0,151.55,156.69,476400,156.04
2015-02-05,156.8,159.99,153.2,159.55,303900,158.89
2015-02-06,153.48,160.0,153.48,155.98,250300,155.33
2015-02-09,154.79,156.99,153.2,156.33,178300,155.68
2015-02-10,157.0,157.8,153.38,155.81,1433200,155.16
2015-02-11,153.6,157.0,153.0,154.0,295300,153.36
2015-02-12,157.85,162.0,157.46,161.62,233500,160.95
2015-02-13,161.68,161.99,158.31,161.14,112800,160.47
2015-02-16,160.0,160.0,158.6,159.58,38200,158.92
2015-02-17,158.91,160.5,157.75,159.82,150100,159.16
2015-02-18,160.0,162.0,157.01,161.69,272400,161.02
2015-02-19,160.14,168.32,160.11,168.29,139400,167.59
2015-02-20,168.0,168.2,160.0,166.64,144900,165.95
2015-02-23,165.0,167.44,162.06,165.41,112700,164.72
2015-02-24,167.0,168.09,166.16,167.05,559000,166.36
2015-02-25,168.1,168.39,162.06,163.66,376500,162.98
2015-02-26,167.28,167.95,163.01,166.45,234500,165.76
2015-02-27,167.84,170.0,165.2,168.9,569300,168.2
2015-03-02,167.9,172.0,165.0,167.2,451800,166.51
2015-03-03,165.02,169.79,164.41,164.89,159700,164.21
2015-03-04,163.5,168.78,163.5,165.78,114500,165.09
2015-03-05,163.51,174.0,163.51,169.17,1148800,168.47
2015-03-06,168.99,171.53,164.33,170.43,644300,169.72
2015-03-09,168.98,171.53,165.06,167.75,283700,167.05
2015-03-10,167.57,168.59,165.0,167.28,222200,166.59
2015-03-11,166.93,168.8,165.01,167.65,261200,166.95
2015-03-12,167.5,179.98,167.5,178.31,488000,177.57
2015-03-13,178.0,178.0,170.95,175.06,568600,174.33
2015-03-16,175.06,175.06,175.06,175.06,0,174.33
2015-03-17,175.06,175.07,168.31,170.62,311900,169.91
2015-03-18,171.61,179.97,170.49,178.46,554600,177.72
2015-03-19,179.0,182.0,176.57,179.48,1283500,178.74
2015-03-20,178.49,180.0,175.01,177.92,589200,177.18
2015-03-23,177.56,180.9,174.4,174.65,1361600,173.93
2015-03-24,174.61,177.0,173.59,174.91,140500,174.18
2015-03-25,176.84,177.49,173.17,173.59,227500,172.87
2015-03-26,171.6,177.0,168.02,173.25,956100,172.53
2015-03-27,168.92,176.99,168.92,175.61,453500,174.88
2015-03-30,175.61,178.0,174.1,176.9,180500,176.17
2015-03-31,176.97,181.36,174.07,180.01,307500,179.26
2015-04-01,180.04,181.43,176.54,178.89,210100,178.15
2015-04-02,178.89,178.89,178.89,178.89,0,178.15
2015-04-03,178.89,178.89,178.89,178.89,0,178.15
2015-04-06,179.0,180.68,175.01,180.46,205700,179.71
2015-04-07,180.6,184.0,177.25,182.86,464000,182.1
2015-04-08,182.86,187.18,180.26,180.95,467000,180.2
2015-04-09,184.95,184.95,173.25,174.73,553700,174.01
2015-04-10,174.9,176.99,172.12,174.61,242400,173.89
2015-04-13,174.45,183.64,174.09,179.83,450500,179.08
2015-04-14,180.0,183.05,177.21,178.76,219000,178.02
2015-04-15,179.33,180.99,174.01,175.93,190200,175.2
2015-04-16,176.0,179.98,175.98,178.84,247700,178.1
2015-04-17,180.2,180.2,173.51,174.57,304400,173.85
2015-04-20,175.77,177.0,175.5,176.48,129100,175.75
2015-04-21,177.0,178.68,172.39,175.62,459600,174.89
2015-04-22,175.0,177.07,173.98,174.58,207300,173.86
2015-04-23,173.97,178.29,172.7,177.62,355600,176.88
2015-04-24,175.84,178.0,173.01,176.52,292500,175.79
2015-04-27,179.0,179.0,171.65,172.43,301800,171.72
2015-04-28,174.99,174.99,172.0,172.85,499700,172.13
2015-04-29,173.39,174.19,164.01,168.56,553100,167.86
2015-04-30,167.52,171.71,167.5,168.53,469000,167.83
2015-05-01,168.53,168.53,168.53,168.53,0,167.83
2015-05-04,168.53,172.0,165.26,171.02,322900,170.31
2015-05-05,174.9,174.9,168.0,169.31,246000,168.61
2015-05-06,173.54,174.5,167.6,173.3,378500,172.58
2015-05-07,168.0,176.5,168.0,176.09,205800,175.36
2015-05-08,176.48,179.22,175.04,176.12,470200,175.39
2015-05-11,176.0,176.02,169.0,170.89,183800,170.18
2015-05-12,170.76,174.88,170.76,173.57,147600,172.85
2015-05-13,172.66,176.0,171.41,171.93,153000,171.22
2015-05-14,174.85,174.89,171.64,172.22,289700,171.51
2015-05-15,173.0,174.47,171.61,173.39,159900,172.67
2015-05-18,173.19,174.88,173.19,174.65,206900,173.93
2015-05-19,174.89,174.9,173.1,174.68,301000,173.96
2015-05-20,174.65,174.66,172.8,173.58,214200,172.86
2015-05-21,172.0,174.12,172.0,173.51,92000,172.79
2015-05-22,172.0,173.27,170.01,170.5,224000,169.79
2015-05-25,170.64,171.94,170.57,171.46,33200,170.75
2015-05-26,171.46,173.91,170.41,172.84,400200,172.62
2015-05-27,170.7,174.5,170.63,173.36,459900,173.14
2015-05-28,171.0,174.98,171.0,174.59,290200,174.36
2015-05-29,173.98,174.5,172.35,173.17,752600,172.95
2015-06-01,172.5,177.05,171.08,175.19,434000,174.96
2015-06-02,175.19,175.4,171.85,174.75,434500,174.52
2015-06-03,173.65,177.99,173.65,176.19,522900,175.96
2015-06-04,176.21,176.99,170.5,176.43,479000,176.2
2015-06-05,173.5,176.49,173.5,175.4,329700,175.17
2015-06-08,173.12,178.0,173.12,177.54,440500,177.31
2015-06-09,178.0,179.8,174.35,178.56,919300,178.33
2015-06-10,178.96,180.0,178.5,179.04,1661600,178.81
2015-06-11,179.04,179.8,177.7,178.82,459800,178.59
2015-06-12,179.9,180.0,175.4,178.17,288700,177.94
2015-06-15,178.15,179.37,175.41,179.24,327500,179.01
2015-06-16,178.0,179.9,176.5,179.36,366000,179.13
2015-06-17,179.34,180.0,178.1,179.56,344000,179.33
2015-06-18,176.6,179.99,176.6,179.68,163600,179.45
2015-06-19,177.08,179.7,177.08,177.9,434500,177.67
2015-06-22,177.88,184.5,177.39,182.0,450000,181.76
2015-06-23,184.0,184.0,180.94,182.25,163500,182.01
2015-06-24,180.81,182.79,180.03,182.51,461300,182.27
2015-06-25,181.5,184.01,180.0,183.92,666400,183.68
2015-06-26,184.5,185.95,183.85,185.01,314500,184.77
2015-06-29,178.1,184.07,178.1,181.93,247600,181.69
2015-06-30,181.5,184.04,180.05,181.54,415100,181.31
2015-07-01,181.56,184.48,181.56,182.04,275200,181.8
2015-07-02,181.6,185.69,181.6,184.35,605700,184.11
2015-07-03,184.5,184.5,182.11,183.11,60800,182.87
2015-07-06,182.1,183.0,180.0,182.55,277800,182.31
2015-07-07,182.55,184.3,180.76,184.03,337100,183.79
2015-07-08,184.05,184.3,182.06,184.07,643800,183.83
2015-07-09,183.41,184.3,182.66,184.04,104200,183.8
2015-07-10,184.3,191.0,184.01,186.09,331300,185.85
2015-07-13,186.67,186.95,185.55,186.44,270000,186.2
2015-07-14,186.62,188.19,186.44,187.39,175200,187.15
2015-07-15,188.0,190.17,188.0,189.44,283500,189.2
2015-07-16,190.0,198.48,189.91,193.32,840300,193.07
2015-07-17,193.48,193.48,192.47,193.0,85200,192.75
2015-07-20,195.0,195.0,192.16,193.02,41600,192.77
2015-07-21,194.5,194.53,191.71,193.01,152400,192.76
2015-07-22,193.01,194.4,186.96,189.88,273500,189.63
2015-07-23,190.0,194.49,189.0,192.98,563800,192.73
2015-07-24,194.9,195.0,188.74,189.12,285500,188.88
2015-07-27,189.12,193.0,189.12,190.87,335500,190.62
2015-07-28,191.82,193.82,185.81,186.77,849100,186.53
2015-07-29,185.92,186.0,180.8,181.59,481100,181.36
2015-07-30,182.49,185.86,182.49,184.93,252500,184.69
2015-07-31,186.39,190.0,185.54,188.6,504100,188.36
2015-08-03,188.0,192.0,187.5,189.52,195200,189.28
2015-08-04,189.0,192.31,188.86,191.53,276300,191.28
2015-08-05,190.97,193.0,187.62,191.7,585700,191.45
2015-08-06,192.0,193.0,191.01,192.36,452100,192.11
2015-08-07,193.5,193.93,192.04,192.87,844700,192.62
2015-08-10,193.93,193.93,190.73,191.1,249100,190.85
2015-08-11,191.11,191.99,189.01,190.27,212600,190.02
2015-08-12,190.7,191.1,187.82,190.42,563000,190.17
2015-08-13,187.61,194.86,181.17,192.47,436900,192.22
2015-08-14,191.38,193.57,188.7,189.79,464800,189.54
2015-08-17,189.09,190.0,185.96,187.01,482600,186.77
2015-08-18,186.7,188.34,185.62,186.77,270300,186.53
2015-08-19,185.55,189.5,185.55,188.98,335500,188.74
2015-08-20,186.4,194.5,186.4,193.3,293100,193.05
2015-08-21,191.37,192.99,185.5,186.12,863200,185.88
2015-08-24,184.85,184.85,173.29,180.11,615700,179.88
2015-08-25,186.0,189.87,185.3,188.46,550800,188.22
2015-08-26,189.79,189.79,182.0,185.6,530400,185.36
2015-08-27,185.83,193.0,182.05,188.25,379700,188.01
2015-08-28,186.37,193.22,186.37,192.77,483000,192.52
2015-08-31,192.79,201.98,192.79,199.88,1225100,199.62
2015-09-01,199.88,200.42,192.02,197.97,424900,197.71
2015-09-02,197.97,199.95,193.51,196.23,1022100,195.98
2015-09-03,197.97,207.0,197.96,205.75,1133400,205.48
2015-09-04,207.0,211.06,206.26,209.95,411200,209.68
2015-09-07,205.01,210.05,205.01,209.99,88000,209.72
2015-09-08,210.0,212.7,206.33,212.02,487400,211.75
2015-09-09,212.0,212.5,204.0,207.23,362000,206.96
2015-09-10,208.01,211.55,206.0,211.03,680600,210.76
2015-09-11,212.0,212.0,205.0,210.38,526600,210.11
2015-09-14,210.06,214.5,206.77,213.17,476300,212.89
2015-09-15,213.3,217.5,213.24,215.02,691700,214.74
2015-09-16,215.02,215.02,215.02,215.02,0,214.74
2015-09-17,215.5,225.0,213.18,216.93,2657400,216.65
2015-09-18,215.84,218.03,205.01,205.89,7600700,205.62
2015-09-21,208.0,209.0,205.89,207.02,368000,206.75
2015-09-22,205.7,211.98,203.21,211.21,452100,210.94
2015-09-23,211.97,211.97,206.14,206.63,533300,206.36
2015-09-24,206.32,211.58,202.87,211.09,546100,210.82
2015-09-25,205.11,216.0,205.11,212.63,458300,212.36
2015-09-28,210.0,214.0,209.44,211.63,1116200,211.36
2015-09-29,209.7,214.44,208.99,214.01,351600,213.73
2015-09-30,214.35,220.92,214.08,219.53,1817200,219.25
2015-10-01,220.0,220.5,219.39,220.01,920000,219.73
2015-10-02,220.45,220.5,216.81,220.29,423000,220.01
2015-10-05,221.0,228.8,220.99,224.32,300300,224.03
2015-10-06,224.32,229.8,224.32,228.71,633900,228.41
2015-10-07,230.0,235.0,228.09,229.05,617100,228.75
2015-10-08,233.0,237.11,229.0,236.2,560600,235.89
2015-10-09,237.38,240.0,237.0,239.19,547700,238.88
2015-10-12,237.0,249.28,236.29,247.63,352500,247.31
2015-10-13,245.76,245.76,240.21,242.1,909600,242.1
